Case_Number,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Street_Code,Street_Name,Postal_Code,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model_Description,Vehicle_Brand_Description,Vehicle_Color_Description,License_Description,License_Age,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S000769    ,5,Sarrià-Sant Gervasi,23,Sarrià,215302,Monestir,0009 0009,Wednesday,2023,2,February,8,9,Morning,No és causa del  vianant,Motorcycle,ANC 125,HONDA,Black,B,12,426092.58,4583460.04,2.114758578,41.397435281,2023-02-08 09:00:00
2023S002747    ,5,Sarrià-Sant Gervasi,23,Sarrià,215302,Monestir,0023 0023,Monday,2023,5,May,8,19,Afternoon,No és causa del  vianant,All-terrain vehicle,Q7,AUDI,White,B,22,426244.86,4583627.76,2.116559577,41.39895985,2023-05-08 19:00:00
2023S002831    ,5,Sarrià-Sant Gervasi,23,Sarrià,232403,Bisbe Català,0015 0017,Friday,2023,5,May,12,8,Morning,No és causa del  vianant,Car,Q3,AUDI,White,B,32,426097.09,4583334.48,2.114827855,41.396304833,2023-05-12 08:00:00
2023S005215    ,5,Sarrià-Sant Gervasi,23,Sarrià,249202,Pere II de Montcada,0007 0009,Saturday,2023,9,September,2,8,Morning,No és causa del  vianant,Car,2008 ALLUR,PEUGEOT,White,B,39,426244.86,4583627.76,2.116559577,41.39895985,2023-09-02 08:00:00
2023S002225    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0010 0010,Tuesday,2023,4,April,18,17,Afternoon,No és causa del  vianant,Motorcycle,NSC110MPD,HONDA,Gray,B,39,426583.66,4583689.18,2.120604654,41.399544055,2023-04-18 17:00:00
2023S003832    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0012 0012,Monday,2023,6,June,26,16,Afternoon,No és causa del  vianant,Bus,Unknown,Unknown,Unknown,D,3,426547.87,4583692.31,2.120176171,41.399568975,2023-06-26 16:00:00
2023S001126    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0013B0013B,Friday,2023,2,February,24,5,Night,No és causa del  vianant,Car,TOYOTA YARIS,TOYOTA,White,B,4,426447.33,4583515.33,2.11899507,41.397965798,2023-02-24 05:00:00
2023S006961    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0015 0015,Thursday,2023,11,November,23,12,Morning,Crossing outside the pedestrian crossing,Van,PRIMASTAR,NISSAN,Unknown,B,29,426365.8,4583546.5,2.118016078,41.398239067,2023-11-23 12:00:00
2023S003968    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0021 0021,Friday,2023,6,June,30,13,Morning,No és causa del  vianant,Motorcycle,UH 200,SUZUKI,Black,A,3,426290.88,4583485.89,2.117127321,41.397686312,2023-06-30 13:00:00
2023S000473    ,5,Sarrià-Sant Gervasi,23,Sarrià,305201,Sant Joan Bosco,0039X0039X,Tuesday,2023,1,January,24,23,Night,No és causa del  vianant,Motorcycle,XCITING 400 ABS,KYMCO,White,B,1,427272.31,4583009.38,2.128923667,41.393483993,2023-01-24 23:00:00
2023S003167    ,5,Sarrià-Sant Gervasi,23,Sarrià,305201,Sant Joan Bosco,0039X0039X,Friday,2023,5,May,26,20,Afternoon,No és causa del  vianant,Motorcycle, ,MASH,Black,B,23,427272.31,4583009.38,2.128923667,41.393483993,2023-05-26 20:00:00
2023S000789    ,5,Sarrià-Sant Gervasi,23,Sarrià,305201,Sant Joan Bosco,0047 0049,Thursday,2023,2,February,9,7,Morning,No és causa del  vianant,Motorcycle,NSS125AD,HONDA,Unknown,B,42,427149.49,4583108.67,2.127442735,41.394367135,2023-02-09 07:00:00
2023S006161    ,5,Sarrià-Sant Gervasi,23,Sarrià,305201,Sant Joan Bosco,0047 0049,Wednesday,2023,10,October,18,14,Afternoon,No és causa del  vianant,Bicycle, ,ES DESCONEIX,Black,B,8,427134.24,4583124.61,2.127258417,41.394509318,2023-10-18 14:00:00
2023S002488    ,5,Sarrià-Sant Gervasi,23,Sarrià,312808,Santa Amèlia,0010 0012,Friday,2023,4,April,28,9,Morning,Crossing outside the pedestrian crossing,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,36,426864.4,4583072.08,2.12403731,41.394011695,2023-04-28 09:00:00
2023S002407    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0086 0086,Tuesday,2023,4,April,25,15,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,Gray,B,3,425715.63,4584695.86,2.110098099,41.408530982,2023-04-25 15:00:00
2023S002335    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0098 0098,Saturday,2023,4,April,22,18,Afternoon,No és causa del  vianant,Motorcycle,R-69-S,BMW,Black,A,40,425834.24,4584650.59,2.111522599,41.408134215,2023-04-22 18:00:00
2023S000057    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0106 0150,Wednesday,2023,1,January,4,12,Morning,No és causa del  vianant,Motorcycle,Z650,KAWASAKI,Green,A2,2,425809.2,4584577.29,2.111232034,41.407471725,2023-01-04 12:00:00
2023S003574    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0113 0113,Friday,2023,6,June,16,7,Morning,No és causa del  vianant,Car,LEON,SEAT,Black,B,6,425786.69,4584456.33,2.110977589,41.406380216,2023-06-16 07:00:00
2023S004118    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0115 0115,Friday,2023,7,July,7,20,Afternoon,No és causa del  vianant,Motorcycle,DL 650,SUZUKI,White,A,27,425496.37,4584609.29,2.107485725,41.407730985,2023-07-07 20:00:00
2023S002436    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0137 0139,Wednesday,2023,4,April,26,15,Afternoon,No és causa del  vianant,Motorcycle,WW125EX2,HONDA,Black,A1,10,425867.82,4584615.0,2.111928681,41.407816772,2023-04-26 15:00:00
2023S001864    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0137 0139,Saturday,2023,4,April,1,8,Morning,No és causa del  vianant,Van,KANGOO,RENAULT,White,B,8,425786.69,4584456.33,2.110977589,41.406380216,2023-04-01 08:00:00
2023S003133    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0137 0139,Friday,2023,5,May,26,18,Afternoon,No és causa del  vianant,Motorcycle,CBR500RA,HONDA,Black,A,0,425822.78,4584561.59,2.111396417,41.407331576,2023-05-26 18:00:00
2023S005496    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0143 0143,Monday,2023,9,September,18,1,Night,No és causa del  vianant,Car,IBIZA,SEAT,Black,B,1,425786.69,4584456.33,2.110977589,41.406380216,2023-09-18 01:00:00
2023S006431    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0164 0170,Monday,2023,10,October,30,21,Afternoon,No és causa del  vianant,Car,CIVIC 5DR,HONDA,Red,B,14,425484.28,4584519.5,2.107352154,41.406921168,2023-10-30 21:00:00
2023S006822    ,5,Sarrià-Sant Gervasi,23,Sarrià,324705,Setantí,0010 0012,Friday,2023,11,November,17,8,Morning,No és causa del  vianant,Van,DOBLO,FIAT,White,B,7,426582.59,4583513.2,2.120613206,41.397958982,2023-11-17 08:00:00
2023S003348    ,5,Sarrià-Sant Gervasi,23,Sarrià,334800,Terré,0001 0001,Tuesday,2023,6,June,6,6,Morning,No és causa del  vianant,Motorcycle,SYMPHONY 125 ST,SYM,White,B,22,426544.03,4584388.45,2.120045718,41.405838449,2023-06-06 06:00:00
2023S007310    ,5,Sarrià-Sant Gervasi,23,Sarrià,334800,Terré,0001 0001,Sunday,2023,12,December,10,10,Morning,No és causa del  vianant,Car,328I,BMW,Gray,B,10,426571.69,4584389.59,2.120376468,41.405851244,2023-12-10 10:00:00
2023S002226    ,5,Sarrià-Sant Gervasi,23,Sarrià,353805,Vallvidrera,0008 0012,Tuesday,2023,4,April,18,17,Afternoon,No és causa del  vianant,Motorcycle,XP500A,YAMAHA,Black,A,44,426200.12,4584317.95,2.115940236,41.405171972,2023-04-18 17:00:00
2023S004525    ,5,Sarrià-Sant Gervasi,23,Sarrià,353805,Vallvidrera,0008U0008U,Wednesday,2023,7,July,26,8,Morning,No és causa del  vianant,Motorcycle,SH125AD,HONDA,White,B,20,426318.1,4584297.04,2.117354125,41.404994473,2023-07-26 08:00:00
2023S001700    ,5,Sarrià-Sant Gervasi,23,Sarrià,353805,Vallvidrera,0032 0032,Thursday,2023,3,March,23,21,Afternoon,No és causa del  vianant,Motorcycle,NSC110MPD,HONDA,Unknown,A1,1,426052.64,4584477.56,2.114156489,41.406595946,2023-03-23 21:00:00
2023S001425    ,5,Sarrià-Sant Gervasi,23,Sarrià,353805,Vallvidrera,0081 0081,Friday,2023,3,March,10,22,Night,No és causa del  vianant,Car,XCEED,KIA,Blue,B,36,425760.2,4584728.14,2.110627334,41.408825833,2023-03-10 22:00:00
2023S007434    ,5,Sarrià-Sant Gervasi,23,Sarrià,357103,Vergós,0052X0052X,Thursday,2023,12,December,14,16,Afternoon,No és causa del  vianant,All-terrain vehicle,JAGUAR F-PACE,JAGUAR,Black,B,49,427071.46,4583365.82,2.126478463,41.396676102,2023-12-14 16:00:00
2023S004859    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0002 0002,Friday,2023,8,August,11,18,Afternoon,No és causa del  vianant,Car,A4 25 TDI,AUDI,Black,B,8,425828.22,4583381.81,2.111606125,41.396706346,2023-08-11 18:00:00
2023S000729    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0008 0008,Monday,2023,2,February,6,8,Morning,No és causa del  vianant,Taxi,E 200 CDI,MERCEDES-BENZ,White,B,34,425910.22,4583445.84,2.112579087,41.397290598,2023-02-06 08:00:00
2023S001624    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0008 0008,Tuesday,2023,3,March,21,13,Morning,No és causa del  vianant,Rigid truck <= 3.5 tons,FM9 62 AB 340,VOLVO,Black,C,12,425910.22,4583445.84,2.112579087,41.397290598,2023-03-21 13:00:00
2023S001142    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0010 0010,Monday,2023,2,February,13,18,Afternoon,No és causa del  vianant,Motorcycle,SH300A,HONDA,Black,A2,40,426062.63,4583917.33,2.114344467,41.401551131,2023-02-13 18:00:00
2023S001934    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0010 0010,Tuesday,2023,4,April,4,15,Afternoon,No és causa del  vianant,Taxi,TOYOTA PRIUS,TOYOTA,Black/Yellow,B,44,425957.43,4583635.47,2.113120568,41.39900286,2023-04-04 15:00:00
2023S006056    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0010 0010,Wednesday,2023,10,October,11,23,Night,No és causa del  vianant,Van,BERLINGO MULTISPACE BL,CITROEN,Unknown,B,29,425648.78,4583019.77,2.109504322,41.393429037,2023-10-11 23:00:00
2023S004657    ,5,Sarrià-Sant Gervasi,23,Sarrià,701034,Saüc,0017 0017,Monday,2023,7,July,31,21,Afternoon,No és causa del  vianant,Van,CADDY,VOLKSWAGEN,White,B,8,425477.02,4583962.4,2.10733393,41.401902961,2023-07-31 21:00:00
2023S000582    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000670000,Monday,2023,1,January,30,18,Afternoon,No és causa del  vianant,Car,IBIZA,SEAT,Red,B,5,425910.22,4583445.84,2.112579087,41.397290598,2023-01-30 18:00:00
2023S001585    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000670000,Monday,2023,3,March,20,6,Morning,No és causa del  vianant,Car,A3 SPORTBACK,AUDI,Unknown,B,14,425982.38,4583777.91,2.113401582,41.400288051,2023-03-20 06:00:00
2023S007503    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000700000,Monday,2023,12,December,18,14,Afternoon,No és causa del  vianant,Car,FOCUS,FORD,White,B,1,426062.63,4583917.33,2.114344467,41.401551131,2023-12-18 14:00:00
2023S005601    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000700000,Friday,2023,9,September,22,14,Afternoon,No és causa del  vianant,Van,TRAFIC,RENAULT,White,B,21,426082.19,4583902.0,2.114580314,41.40141486,2023-09-22 14:00:00
2023S000792    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000720000,Thursday,2023,2,February,9,8,Morning,No és causa del  vianant,Motorcycle,SYMPHONY 125 CARGO E5,SYM,White,B,21,426194.65,4584068.94,2.11590518,41.40292875,2023-02-09 08:00:00
2023S004536    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000730000,Wednesday,2023,7,July,26,13,Morning,No és causa del  vianant,Motorcycle,CZD300-A (X-MAX300),YAMAHA,Gray,A,30,426262.38,4584142.67,2.116706389,41.403599021,2023-07-26 13:00:00
2023S000216    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000750000,Thursday,2023,1,January,12,21,Afternoon,No és causa del  vianant,Bus,LION'S CITY 12G EFFICI,MAN,Red,D,31,426322.97,4584177.16,2.117426982,41.403915215,2023-01-12 21:00:00
2023S003601    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000750000,Friday,2023,6,June,16,21,Afternoon,No és causa del  vianant,Car,KA+,FORD,Yellow,B,7,426398.25,4584288.72,2.118313933,41.404926884,2023-06-16 21:00:00
2023S006774    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000760000,Wednesday,2023,11,November,15,9,Morning,No és causa del  vianant,Bus,0 530,MERCEDES-BENZ,Red,D,16,426480.66,4584332.25,2.119294473,41.405326484,2023-11-15 09:00:00
2023S002764    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000770000,Tuesday,2023,5,May,9,16,Afternoon,No és causa del  vianant,All-terrain vehicle,Q7,AUDI,Black,B,23,426544.03,4584388.45,2.120045718,41.405838449,2023-05-09 16:00:00
2023S001868    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000770000,Friday,2023,3,March,31,11,Morning,No és causa del  vianant,Car,CLA 220 CDI 4MATIC,MERCEDES-BENZ,Gray,B,60,426544.03,4584388.45,2.120045718,41.405838449,2023-03-31 11:00:00
2023S005905    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),0008E0000,Friday,2023,10,October,6,8,Morning,No és causa del  vianant,Tractor truck,Unknown,DAF-HERMANNS,White,E C,3,426322.97,4584177.16,2.117426982,41.403915215,2023-10-06 08:00:00
2023S003056    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),0009E0000,Saturday,2023,5,May,20,17,Afternoon,No és causa del  vianant,Taxi,C ELYSEE ECO G,CITROEN,Black/Yellow,B,23,425982.38,4583777.91,2.113401582,41.400288051,2023-05-20 17:00:00
2023S000311    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000660000,Tuesday,2023,1,January,17,8,Morning,No és causa del  vianant,Motorcycle,SH 125,HONDA,Black,B,14,425910.22,4583445.84,2.112579087,41.397290598,2023-01-17 08:00:00
2023S000591    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000660000,Tuesday,2023,1,January,31,9,Morning,No és causa del  vianant,Motorcycle,LIBERTY 125 ABS,PIAGGIO,White,B,9,425926.91,4583547.96,2.112766218,41.398211885,2023-01-31 09:00:00
2023S001212    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000660000,Wednesday,2023,3,March,1,19,Afternoon,No és causa del  vianant,Motorcycle,CRF1100A,HONDA,Blue,A,28,425926.91,4583547.96,2.112766218,41.398211885,2023-03-01 19:00:00
2023S003868    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000670000,Tuesday,2023,6,June,27,18,Afternoon,No és causa del  vianant,Motorcycle,NES 125,HONDA,Gray,B,8,426191.44,4584068.24,2.115866867,41.402922151,2023-06-27 18:00:00
2023S004083    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000690000,Thursday,2023,7,July,6,10,Morning,No és causa del  vianant,Rigid truck > 3.5 tons,AD260S27YÑPS GN,IVECO BUS,White,C,7,426051.78,4583890.01,2.11421802,41.401304074,2023-07-06 10:00:00
2023S005641    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000700000,Monday,2023,9,September,25,4,Night,No és causa del  vianant,Van,CRAFTER,VOLKSWAGEN,Yellow,B,39,426062.63,4583917.33,2.114344467,41.401551131,2023-09-25 04:00:00
2023S002904    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),000770000,Tuesday,2023,5,May,16,8,Morning,No és causa del  vianant,Motorcycle,SH 125,HONDA,Black,B,30,426544.03,4584388.45,2.120045718,41.405838449,2023-05-16 08:00:00
2023S002361    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),0009E0000,Monday,2023,4,April,24,11,Morning,No és causa del  vianant,Motorcycle,S01,SILENCE,Black,A,1,425982.38,4583777.91,2.113401582,41.400288051,2023-04-24 11:00:00
2023S005858    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),0009E0000,Wednesday,2023,10,October,4,18,Afternoon,No és causa del  vianant,Motorcycle,AN 400,SUZUKI,White,A,36,426007.1,4583831.66,2.113690701,41.400774429,2023-10-04 18:00:00
2023S000287    ,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),0009S0000,Monday,2023,1,January,16,8,Morning,No és causa del  vianant,Motorcycle,SH125AD,HONDA,Black,B,7,426082.19,4583902.0,2.114580314,41.40141486,2023-01-16 08:00:00
2023S000907    ,5,Sarrià-Sant Gervasi,23,Sarrià,701501,B-20 (Llobregat),000650000,Tuesday,2023,2,February,14,15,Afternoon,No és causa del  vianant,Car,JETTA 1.9,VOLKSWAGEN,Gray,B,11,425886.72,4583460.91,2.112296156,41.39742416,2023-02-14 15:00:00
2023S002250    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,16907,Anglí,0033 0033,Wednesday,2023,4,April,19,16,Afternoon,No és causa del  vianant,Motorcycle,GPD125-A,YAMAHA,Gray,B,4,427012.46,4583773.25,2.125723622,41.400340296,2023-04-19 16:00:00
2023S002903    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,26707,Artós,0002 0003,Monday,2023,5,May,15,22,Night,No és causa del  vianant,Motorcycle,SH350A,HONDA,White,B,17,426997.09,4583262.8,2.125601349,41.395741492,2023-05-15 22:00:00
2023S002036    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0261 0263,Monday,2023,4,April,10,20,Afternoon,No és causa del  vianant,Motorcycle,SH350A,HONDA,Unknown,A,41,427572.86,4583501.22,2.132459522,41.397940935,2023-04-10 20:00:00
2023S004521    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0276 0276,Tuesday,2023,7,July,25,18,Afternoon,No és causa del  vianant,Motorcycle,CBR600F,HONDA,Red,A,13,427439.72,4583501.57,2.130866957,41.397932078,2023-07-25 18:00:00
2023S006917    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0279 0279,Tuesday,2023,11,November,21,10,Morning,No és causa del  vianant,Motorcycle,FSH125,HONDA,White,B,11,427412.18,4583501.77,2.130537519,41.397931393,2023-11-21 10:00:00
2023S002100    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0281 0285,Thursday,2023,4,April,13,9,Morning,No és causa del  vianant,Motorcycle,NHX110WH,HONDA,Gray,A,28,427360.12,4583470.44,2.129918577,41.397644512,2023-04-13 09:00:00
2023S004860    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0282 0284,Friday,2023,8,August,11,17,Afternoon,No és causa del  vianant,Motorcycle,SUPER DINK 125 ABS,KYMCO,Black,B,19,427395.49,4583501.99,2.130337859,41.397931866,2023-08-11 17:00:00
2023S005178    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0293 0293,Thursday,2023,8,August,31,16,Afternoon,No és causa del  vianant,Motorcycle,MUVI,TORROT,White,A,33,427200.37,4583487.59,2.128005711,41.397784521,2023-08-31 16:00:00
2023S007597    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0318 0318,Friday,2023,12,December,22,2,Night,No és causa del  vianant,Bus,CROSSWAY LOW ENTRY,IVECO BUS,Red,D,3,427031.9,4583561.75,2.125981661,41.398437171,2023-12-22 02:00:00
2023S001925    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0320 0322,Tuesday,2023,4,April,4,9,Morning,No és causa del  vianant,Car,FIESTA,FORD,Red,B,2,427013.0,4583581.84,2.125753169,41.398616397,2023-04-04 09:00:00
2023S003246    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0320 0322,Wednesday,2023,5,May,31,10,Morning,No és causa del  vianant,Car,C3 AIRCROSS PURETECH 1,CITROEN,White,B,29,427013.0,4583581.84,2.125753169,41.398616397,2023-05-31 10:00:00
2023S004735    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0320 0322,Friday,2023,8,August,4,16,Afternoon,No és causa del  vianant,Car,CAYENNE,PORSCHE,Black,B,37,427013.0,4583581.84,2.125753169,41.398616397,2023-08-04 16:00:00
2023S005490    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0336 0336,Sunday,2023,9,September,17,12,Morning,No és causa del  vianant,Car,IBIZA,SEAT,Red,B,8,426858.77,4583667.57,2.123898004,41.399374508,2023-09-17 12:00:00
2023S003669    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,44709,Bonanova,0067 0067,Monday,2023,6,June,19,16,Afternoon,No és causa del  vianant,Van,TRANSIT,FORD,White,B,26,427136.47,4584040.23,2.12717484,41.402756125,2023-06-19 16:00:00
2023S006421    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,51500,Buïgas,0001 0001,Monday,2023,10,October,30,11,Morning,No és causa del  vianant,Motorcycle,SH 125,HONDA,Black,A1,1,427272.31,4583009.38,2.128923667,41.393483993,2023-10-30 11:00:00
2023S001610    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,51500,Buïgas,0014 0018,Monday,2023,3,March,20,19,Afternoon,No és causa del  vianant,Car,TOYOTA COROLLA,TOYOTA,Black,B,4,427467.26,4583045.9,2.13125098,41.393830529,2023-03-20 19:00:00
2023S007690    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,51500,Buïgas,0014 0018,Wednesday,2023,12,December,27,20,Afternoon,No és causa del  vianant,Motorcycle,SH125AD,HONDA,Black,B,18,427455.44,4583023.52,2.131112289,41.393627895,2023-12-27 20:00:00
2023S000866    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,54906,Calatrava,0014 0014,Sunday,2023,2,February,12,14,Afternoon,No és causa del  vianant,Car,ALTEA 1.9,SEAT,Black,B,8,427462.68,4583577.13,2.13113253,41.398614689,2023-02-12 14:00:00
2023S006315    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,54906,Calatrava,0090 0090,Wednesday,2023,10,October,25,19,Afternoon,No és causa del  vianant,Car,ASTRA,OPEL,Black,B,15,427169.82,4583981.48,2.12758085,41.402230012,2023-10-25 19:00:00
2023S001658    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,97308,Dalmases,0046 0046,Wednesday,2023,3,March,22,18,Afternoon,No és causa del  vianant,Articulated bus,NG313F/GNC,MAN,Red,D,17,427169.82,4583981.48,2.12758085,41.402230012,2023-03-22 18:00:00
2023S005789    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,97308,Dalmases,0075 0075,Sunday,2023,10,October,1,15,Afternoon,No és causa del  vianant,Car,GOLF SPORTSVAN,VOLKSWAGEN,Unknown,B,40,427424.03,4584165.91,2.130599598,41.403914096,2023-10-01 15:00:00
2023S006350    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,103502,Doctor Roux,0027 0027,Friday,2023,10,October,27,14,Afternoon,No és causa del  vianant,Motorcycle,NSC110MPD,HONDA,Unknown,B,41,427563.33,4583223.84,2.132378731,41.395441827,2023-10-27 14:00:00
2023S003723    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,103502,Doctor Roux,0089 0089,Wednesday,2023,6,June,21,17,Afternoon,No és causa del  vianant,Rigid truck <= 3.5 tons,ML180E28,IVECO BUS,White,C,17,427283.63,4583630.24,2.128984462,41.399076848,2023-06-21 17:00:00
2023S004449    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,113007,Escoles Pies,0037 0039,Saturday,2023,7,July,22,15,Afternoon,No és causa del  vianant,Rigid truck <= 3.5 tons,35C14,BARBANY,White,B,11,427631.17,4583529.52,2.1331536,41.398201075,2023-07-22 15:00:00
2023S005289    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,113007,Escoles Pies,0081 0081,Thursday,2023,9,September,7,0,Night,No és causa del  vianant,Motorcycle,S02,SILENCE,Black,B,18,427388.84,4583866.89,2.13021453,41.401217769,2023-09-07 00:00:00
2023S003512    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,113007,Escoles Pies,0099 0099,Tuesday,2023,6,June,13,8,Morning,No és causa del  vianant,Motorcycle,CZD300-A SP (X-MAX IRO,YAMAHA,Unknown,A,36,427221.74,4584088.35,2.128189063,41.403197249,2023-06-13 08:00:00
2023S001896    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,139805,Ganduxer,0115 0115,Monday,2023,4,April,3,11,Morning,No és causa del  vianant,Motorcycle,NC750XD,HONDA,Gray,A,24,427578.35,4583878.29,2.13248006,41.401337546,2023-04-03 11:00:00
2023S006394    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,0038 0038,Sunday,2023,10,October,29,2,Night,No és causa del  vianant,Motorcycle,SYMPHONY,SYM,Black,B,13,427667.58,4583135.97,2.133636148,41.394659806,2023-10-29 02:00:00
2023S003135    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,0045B0045B,Friday,2023,5,May,26,19,Afternoon,No és causa del  vianant,Motorcycle,LX06MAX,LVNENG,Gray,B,13,427635.97,4583126.35,2.133259221,41.394570317,2023-05-26 19:00:00
2023S005380    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,0045V0045V,Monday,2023,9,September,11,20,Afternoon,No és causa del  vianant,Motorcycle,MTN125-A,YAMAHA,Black,B,7,427663.93,4583184.48,2.133586694,41.395096387,2023-09-11 20:00:00
2023S003166    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,0047B0047B,Sunday,2023,5,May,28,4,Night,No és causa del  vianant,Motorcycle,NSS125AD,HONDA,Gray,B,4,427606.68,4583389.95,2.132877363,41.396941819,2023-05-28 04:00:00
