Case_Number,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Street_Code,Street_Name,Postal_Code,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude
2023S002706    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0063 0063,Saturday,2023,5,May,6,Morning,13,No és causa del  vianant,Motorcycle,Woman,21,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428994.37,4581592.23,2.149686545,41.380874184
2023S002707    ,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,0007 0007,Saturday,2023,5,May,6,Afternoon,14,No és causa del  vianant,Car,Man,41,Pedestrian,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433350.12,4588457.04,2.20101731,41.443076499
2023S002708    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0265 0269,Saturday,2023,5,May,6,Afternoon,16,No és causa del  vianant,Motorcycle,Man,40,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,429971.78,4583301.51,2.161176924,41.396354827
2023S002709    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0679 0679,Saturday,2023,5,May,6,Afternoon,19,No és causa del  vianant,Car,Woman,61,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,431309.13,4583297.92,2.177173517,41.396437908
2023S002710    ,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,0007B0007B,Saturday,2023,5,May,6,Afternoon,18,No és causa del  vianant,Motorcycle,Man,32,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433350.12,4588457.04,2.20101731,41.443076499
2023S002711    ,7,Horta-Guinardó,33,el Baix Guinardó,8807,Alfons el Savi,0008 0008,Sunday,2023,5,May,7,Morning,11,No és causa del  vianant,Motorcycle,Man,51,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430236.71,4584998.69,2.164150053,41.411663789
2023S002712    ,8,Nou Barris,51,Verdun,174307,Júlia,0001 0001,Sunday,2023,5,May,7,Morning,11,No és causa del  vianant,Motorcycle,Man,66,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431184.08,4588027.55,2.175139384,41.439025395
2023S002713    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0111 0119,Sunday,2023,5,May,7,Morning,12,No és causa del  vianant,Car,Woman,48,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427640.5,4579673.38,2.13372589,41.363471113
2023S002714    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,0189 0189,Sunday,2023,5,May,7,Afternoon,15,No és causa del  vianant,Motorcycle,Woman,24,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429922.08,4582109.9,2.160720404,41.385618056
2023S002715    ,1,Ciutat Vella,1,el Raval,157909,Hospital,0141 0141,Sunday,2023,5,May,7,Afternoon,16,No és causa del  vianant,Motorcycle,Man,31,Driver,Desconegut                                                                                                                                            ,Unknown,"Bombers, policia, ambulància",Minor injury: Refused medical assistance,430457.69,4581425.09,2.167204464,41.379496684
2023S002717    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0426 0426,Saturday,2023,5,May,6,Afternoon,17,No és causa del  vianant,Bicicleta,Man,15,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,429260.06,4581256.4,2.152902942,41.37787289
2023S002718    ,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),001600000,Sunday,2023,5,May,7,Afternoon,17,No és causa del  vianant,Car,Man,25,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432598.95,4588910.2,2.1919754,41.447095207
2023S002718    ,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),001600000,Sunday,2023,5,May,7,Afternoon,17,No és causa del  vianant,Car,Man,64,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432598.95,4588910.2,2.1919754,41.447095207
2023S002719    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0056 0056,Sunday,2023,5,May,7,Afternoon,20,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,27,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,428690.81,4581838.58,2.14602751,41.383066112
2023S002720    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0181 0181,Sunday,2023,5,May,7,Night,23,No és causa del  vianant,Motorcycle,Woman,23,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,429144.63,4583098.78,2.151307076,41.394456414
2023S002722    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9999 9999,Monday,2023,5,May,8,Night,2,No és causa del  vianant,Motorcycle,Man,36,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430557.69,4582525.42,2.168274082,41.389415667
2023S002723    ,1,Ciutat Vella,1,el Raval,198804,Paral·lel,0032 0034,Monday,2023,5,May,8,Morning,8,No és causa del  vianant,Motorcycle,Man,44,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430955.38,4580894.89,2.173216279,41.374764205
2023S002724    ,5,Sarrià-Sant Gervasi,23,Sarrià,104301,Dolors Monserdà,0012 0012,Monday,2023,5,May,8,Morning,8,No és causa del  vianant,Motorcycle,Woman,47,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,426643.04,4583892.75,2.121290249,41.401382943
2023S002725    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),000600000,Monday,2023,5,May,8,Morning,8,No és causa del  vianant,Car,Man,34,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,425648.78,4583019.77,2.109504322,41.393429037
2023S002726    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,0188B0188B,Monday,2023,5,May,8,Morning,10,No és causa del  vianant,Motorcycle,Man,43,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428509.22,4584337.25,2.143560817,41.405554575
2023S002728    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0020 0022,Monday,2023,5,May,8,Morning,9,No és causa del  vianant,Car,Woman,83,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431653.81,4585294.29,2.18107072,41.41444799
2023S002729    ,2,Eixample,6,la Sagrada Família,68900,Cartagena,0234 0238,Monday,2023,5,May,8,Morning,10,No és causa del  vianant,Furgoneta,Man,82,Pedestrian,A la vorera / Andana                                                                                                                                  ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431554.86,4584456.44,2.179981666,41.406893313
2023S002730    ,1,Ciutat Vella,3,la Barceloneta,27700,Atlàntida,0032 0032,Monday,2023,5,May,8,Morning,12,No és causa del  vianant,Motorcycle,Woman,31,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,432363.42,4581384.38,2.189997825,41.379292564
2023S002731    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,173304,Johann Sebastian Bach,0030 0030,Monday,2023,5,May,8,Morning,12,No és causa del  vianant,Bus,Woman,66,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,428251.86,4583409.15,2.140592155,41.397172601
2023S002732    ,7,Horta-Guinardó,34,Can Baró,5707,Albert Llanas,0036 0036,Monday,2023,5,May,8,Afternoon,14,No és causa del  vianant,Bus,Woman,84,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429701.82,4585611.99,2.157679391,41.417140922
2023S002732    ,7,Horta-Guinardó,34,Can Baró,5707,Albert Llanas,0036 0036,Monday,2023,5,May,8,Afternoon,14,No és causa del  vianant,Bus,Man,7,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429701.82,4585611.99,2.157679391,41.417140922
2023S002732    ,7,Horta-Guinardó,34,Can Baró,5707,Albert Llanas,0036 0036,Monday,2023,5,May,8,Afternoon,14,No és causa del  vianant,Car,Woman,55,Driver,Desconegut                                                                                                                                            ,Unknown,En missió,Serious injury: Hospitalization over 24 hours,429701.82,4585611.99,2.157679391,41.417140922
2023S002732    ,7,Horta-Guinardó,34,Can Baró,5707,Albert Llanas,0036 0036,Monday,2023,5,May,8,Afternoon,14,No és causa del  vianant,Motorcycle,Man,39,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,429701.82,4585611.99,2.157679391,41.417140922
2023S002733    ,2,Eixample,6,la Sagrada Família,161407,Indústria,0166 0166,Friday,2023,5,May,5,Morning,13,Others,Bus,Man,64,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431178.88,4584841.26,2.175440009,41.410327143
2023S002734    ,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),000230000,Monday,2023,5,May,8,Morning,13,No és causa del  vianant,Motorcycle,Man,46,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,433698.18,4588639.96,2.205163421,41.444752839
2023S002735    ,4,Les Corts,21,Pedralbes,333604,John M. Keynes,0001X0001X,Monday,2023,5,May,8,Afternoon,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,37,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426270.62,4582154.02,2.117047205,41.385688877
2023S002736    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0177 0177,Monday,2023,5,May,8,Afternoon,17,Transitar a peu per la calçada,Motorcycle,Man,75,Pedestrian,Fora del pas                                                                                                                                          ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428432.53,4585014.68,2.142563239,41.41164909
2023S002737    ,3,Sants-Montjuïc,17,Sants - Badal,23800,Arizala,0020 0020,Monday,2023,5,May,8,Afternoon,17,No és causa del  vianant,Motorcycle,Man,57,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Serious injury: Hospitalization over 24 hours,426928.45,4581142.49,2.125036229,41.376638482
2023S002739    ,-1,Unknown,-1,Unknown,-1,Unknown,Unknown,Monday,2023,5,May,8,Afternoon,15,No és causa del  vianant,Bicicleta,Woman,62,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427728.32,4577932.12,2.134983286,41.347796057
2023S002740    ,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,0325 0325,Monday,2023,5,May,8,Afternoon,17,No és causa del  vianant,Bus,Woman,51,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430552.0,4583494.85,2.168094798,41.398146525
2023S002741    ,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall,0323 0333,Monday,2023,5,May,8,Afternoon,17,No és causa del  vianant,Motorcycle,Man,22,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430643.76,4586736.33,2.168820585,41.427349346
2023S002742    ,8,Nou Barris,48,la Guineueta,153001,Guineueta,0003 0003,Monday,2023,5,May,8,Afternoon,18,No és causa del  vianant,Motorcycle,Woman,61,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430530.73,4588130.41,2.167307652,41.439895523
2023S002743    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0651 0651,Monday,2023,5,May,8,Afternoon,20,No és causa del  vianant,Motorcycle,Man,10,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430960.96,4582884.57,2.173056163,41.392685157
2023S002743    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0651 0651,Monday,2023,5,May,8,Afternoon,20,No és causa del  vianant,Motorcycle,Man,48,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430960.96,4582884.57,2.173056163,41.392685157
2023S002744    ,7,Horta-Guinardó,37,el Carmel,120603,Fastenrath,0167 0167,Monday,2023,5,May,8,Afternoon,19,No és causa del  vianant,Motorcycle,Woman,48,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,429161.2,4586116.63,2.151151811,41.421638512
2023S002745    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0002 0002,Tuesday,2023,5,May,9,Night,0,No és causa del  vianant,Motorcycle,Man,28,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Refused medical assistance,431656.63,4581692.37,2.181511266,41.382006792
2023S002746    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0357 0357,Monday,2023,5,May,8,Night,22,No és causa del  vianant,Motorcycle,Man,49,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430880.87,4583424.29,2.172036613,41.397539366
2023S002747    ,5,Sarrià-Sant Gervasi,23,Sarrià,215302,Monestir,0023 0023,Monday,2023,5,May,8,Afternoon,19,No és causa del  vianant,Tot terreny,Man,39,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426244.86,4583627.76,2.116559577,41.39895985
2023S002749    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0014E0000,Tuesday,2023,5,May,9,Morning,6,No és causa del  vianant,Motorcycle,Man,44,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,429405.16,4578337.29,2.154977967,41.351594094
2023S002750    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,0055 0055,Tuesday,2023,5,May,9,Morning,8,No és causa del  vianant,Bicicleta,Man,64,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,428042.46,4584919.7,2.137907818,41.410758797
2023S002751    ,2,Eixample,6,la Sagrada Família,350308,València,0503 0503,Tuesday,2023,5,May,9,Morning,6,No és causa del  vianant,Motorcycle,Woman,39,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431555.53,4584270.88,2.180010678,41.405222088
2023S002751    ,2,Eixample,6,la Sagrada Família,350308,València,0503 0503,Tuesday,2023,5,May,9,Morning,6,No és causa del  vianant,Motorcycle,Man,36,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431555.53,4584270.88,2.180010678,41.405222088
2023S002752    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0312 0312,Tuesday,2023,5,May,9,Morning,8,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,36,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430594.16,4583143.18,2.168639423,41.394982788
2023S002754    ,2,Eixample,6,la Sagrada Família,178308,Lepant,0213 0215,Tuesday,2023,5,May,9,Morning,9,No és causa del  vianant,Motorcycle,Woman,55,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431533.6,4583923.69,2.179787628,41.402093186
2023S002755    ,1,Ciutat Vella,1,el Raval,34308,Rambla,0127 0127,Tuesday,2023,5,May,9,Morning,8,No és causa del  vianant,Motorcycle,Woman,24,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430701.07,4582037.56,2.17004472,41.385034031
2023S002755    ,1,Ciutat Vella,1,el Raval,34308,Rambla,0127 0127,Tuesday,2023,5,May,9,Morning,8,No és causa del  vianant,Motorcycle,Woman,25,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,430701.07,4582037.56,2.17004472,41.385034031
2023S002757    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0187 0187,Tuesday,2023,5,May,9,Morning,12,No és causa del  vianant,Motorcycle,Man,53,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429996.53,4583374.37,2.161464532,41.397013209
2023S002757    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0187 0187,Tuesday,2023,5,May,9,Morning,12,No és causa del  vianant,Motorcycle,Man,84,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429996.53,4583374.37,2.161464532,41.397013209
2023S002758    ,9,Sant Andreu,57,la Trinitat Vella,701316,Josep Andreu i Abelló,0004X0004X,Tuesday,2023,5,May,9,Morning,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,19,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,432470.9,4589022.27,2.190430042,41.448093814
2023S002759    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),001120000,Tuesday,2023,5,May,9,Morning,13,No és causa del  vianant,Motorcycle,Man,33,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428632.38,4587020.89,2.144717335,41.429735978
2023S002760    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0056 0056,Tuesday,2023,5,May,9,Morning,11,No és causa del  vianant,Ciclomotor,Man,32,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430277.16,4582833.02,2.164883567,41.39216184
2023S002761    ,5,Sarrià-Sant Gervasi,23,Sarrià,144408,General Vives,0029 0029,Tuesday,2023,5,May,9,Morning,10,No és causa del  vianant,Motorcycle,Man,39,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,426480.45,4584345.67,2.11929033,41.405447333
2023S002762    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701414,C-31,020610000,Tuesday,2023,5,May,9,Morning,11,No és causa del  vianant,Car,Woman,60,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,432294.33,4584205.8,2.188856059,41.40469853
2023S002763    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700664,Arquitecte Sert,0003 0005,Tuesday,2023,5,May,9,Afternoon,14,No és causa del  vianant,Bus,Man,0,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433211.5,4582488.33,2.200017449,41.389306472
2023S002763    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700664,Arquitecte Sert,0003 0005,Tuesday,2023,5,May,9,Afternoon,14,No és causa del  vianant,Bus,Man,6,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433211.5,4582488.33,2.200017449,41.389306472
2023S002764    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),000770000,Tuesday,2023,5,May,9,Afternoon,16,No és causa del  vianant,Tot terreny,Woman,72,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Unknown,Minor injury: Hospitalization up to 24 hours,426544.03,4584388.45,2.120045718,41.405838449
2023S002765    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0049 0049,Tuesday,2023,5,May,9,Afternoon,16,No és causa del  vianant,Motorcycle,Woman,29,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430229.21,4582840.75,2.164309179,41.392227301
2023S002766    ,2,Eixample,5,el Fort Pienc,73900,Castillejos,0154 0156,Tuesday,2023,5,May,9,Afternoon,17,No és causa del  vianant,Motorcycle,Man,34,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431991.7,4583838.25,2.185277113,41.401362555
2023S002766    ,2,Eixample,5,el Fort Pienc,73900,Castillejos,0154 0156,Tuesday,2023,5,May,9,Afternoon,17,No és causa del  vianant,Motorcycle,Woman,35,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431991.7,4583838.25,2.185277113,41.401362555
2023S002767    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,0130 0130,Saturday,2023,4,April,1,Afternoon,15,No és causa del  vianant,Motorcycle,Man,63,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Hospitalization up to 24 hours,429355.76,4582115.68,2.153947059,41.385620554
2023S002768    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0602 0602,Tuesday,2023,5,May,9,Afternoon,20,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,28,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,428614.3,4582926.6,2.144984276,41.392858727
2023S002769    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,0007 0007,Tuesday,2023,5,May,9,Afternoon,21,No és causa del  vianant,Motorcycle,Woman,36,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,427718.43,4579750.57,2.134648336,41.364173341
2023S002770    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova,0018 0020,Tuesday,2023,5,May,9,Night,22,No és causa del  vianant,Motorcycle,Man,19,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,427491.81,4584339.01,2.13138966,41.405479255
2023S002772    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0430 0430,Wednesday,2023,5,May,10,Night,0,Creuar per fora pas de vianants,Veh. mobilitat personal amb motor,Woman,20,Driver,Fora del pas                                                                                                                                          ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430033.16,4583412.55,2.161898257,41.397360273
2023S002773    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0093 0093,Wednesday,2023,5,May,10,Morning,7,No és causa del  vianant,Motorcycle,Man,50,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,428488.89,4577248.47,2.144154281,41.341706539
2023S002773    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0093 0093,Wednesday,2023,5,May,10,Morning,7,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,22,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,428488.89,4577248.47,2.144154281,41.341706539
2023S002775    ,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0041 0041,Tuesday,2023,5,May,9,Night,23,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,27,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,429841.22,4581617.31,2.159810459,41.381174403
2023S002776    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Llobregat),001160000,Wednesday,2023,5,May,10,Morning,8,No és causa del  vianant,Car,Man,50,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429819.22,4588109.77,2.158793943,41.439647718
2023S002778    ,4,Les Corts,21,Pedralbes,101700,Doctor Ferran,0049X0049X,Wednesday,2023,5,May,10,Morning,9,No és causa del  vianant,Motorcycle,Man,65,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,426837.43,4582678.19,2.123762342,41.390461638
2023S002779    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0443 0443,Wednesday,2023,5,May,10,Morning,9,No és causa del  vianant,Bicicleta,Woman,47,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429002.19,4583024.82,2.149612071,41.393777714
2023S002780    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0118 0118,Wednesday,2023,5,May,10,Morning,11,No és causa del  vianant,Bicicleta,Woman,40,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429260.74,4582212.74,2.152799369,41.386486386
2023S002781    ,10,Sant Martí,65,el Clot,18505,Aragó,0611 0611,Wednesday,2023,5,May,10,Morning,12,No és causa del  vianant,Car,Woman,40,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,432184.11,4584725.86,2.187479223,41.409373262
2023S002781    ,10,Sant Martí,65,el Clot,18505,Aragó,0611 0611,Wednesday,2023,5,May,10,Morning,12,No és causa del  vianant,Car,Woman,45,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,432184.11,4584725.86,2.187479223,41.409373262
2023S002782    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,148806,Granada del Penedès,0001 0001,Wednesday,2023,5,May,10,Morning,11,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,45,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429378.61,4583452.96,2.154064311,41.397666981
2023S002783    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,214106,Modolell,0080 0080,Wednesday,2023,5,May,10,Afternoon,14,No és causa del  vianant,Motorcycle,Woman,53,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,427991.77,4583985.3,2.137412615,41.402338495
2023S002784    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9999 9999,Wednesday,2023,5,May,10,Afternoon,14,No és causa del  vianant,Motorcycle,Man,43,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,430557.69,4582525.42,2.168274082,41.389415667
2023S002785    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,0220 0220,Wednesday,2023,5,May,10,Afternoon,15,No és causa del  vianant,Ciclomotor,Man,37,Driver,Desconegut                                                                                                                                            ,Unknown,En missió,Minor injury: Hospitalization up to 24 hours,430018.62,4582204.72,2.161863977,41.386480478
2023S002786    ,2,Eixample,10,Sant Antoni,114000,Espanya,0001 0001,Wednesday,2023,5,May,10,Afternoon,16,No és causa del  vianant,Motorcycle,Man,63,Driver,Desconegut                                                                                                                                            ,Unknown,En missió,Minor injury: Hospitalization up to 24 hours,428989.31,4580940.29,2.149702461,41.375001931
